comments,duration,event,film_date,languages,main_speaker,name,num_speaker,published_date,speaker_occupation,tags,title,views
191,778,TEDxVienna,1477094400,19,Carrie Poppy,Carrie Poppy: A scientific approach to the paranormal,1,1488559087,Writer radio host comedian,"['curiosity', 'death', 'fear', 'health', 'mind', 'science', 'society', 'sound', 'storytelling']",A scientific approach to the paranormal,1257858
197,917,TEDNYC,1487116800,22,Megan Phelps-Roper,Megan Phelps-Roper: I grew up in the Westboro Baptist Church. Here's why I left,1,1488816305,Writer activist,"['TEDNYC', 'activism', 'collaboration', 'communication', 'community', 'compassion', 'empathy', 'faith', 'family', 'humanity', 'identity', 'motivation', 'peace', 'religion', 'social change', 'social media', 'society', 'writing']",I grew up in the Westboro Baptist Church. Here's why I left,4503368
28,761,TEDWomen 2016,1477440000,23,Caroline Paul,Caroline Paul: To raise brave girls encourage adventure,1,1488902214,Author,"['Gender equality', 'adventure', 'children', 'community', 'education', 'family', 'fear', 'identity', 'parenting', 'personal growth', 'play', 'social change', 'society', 'teaching', 'women']",To raise brave girls encourage adventure,1465808
66,802,TEDWomen 2016,1477440000,18,Jude Kelly,Jude Kelly: Why women should tell the stories of humanity,1,1488988437,Theater director producer,"['Gender equality', 'activism', 'art', 'children', 'communication', 'entertainment', 'humanity', 'inequality', 'literature', 'motivation', 'performance art', 'poetry', 'social change', 'theater', 'women']",Why women should tell the stories of humanity,1086882
60,524,TEDxBeaconStreet,1479513600,16,Joy Buolamwini,Joy Buolamwini: How I'm fighting bias in algorithms,1,1489075733,Poet of code,"['AI', 'TEDx', 'activism', 'algorithm', 'code', 'data', 'identity', 'inequality', 'innovation', 'product design', 'programming', 'race', 'software', 'technology']",How I'm fighting bias in algorithms,869310
80,448,TEDxBerkeley,1454716800,29,John Koenig,John Koenig: Beautiful new words to describe obscure emotions,1,1489161707,Writer,"['TEDx', 'beauty', 'communication', 'creativity', 'humanity', 'innovation', 'invention', 'language', 'potential', 'relationships', 'society', 'writing']",Beautiful new words to describe obscure emotions,1173364
37,714,TEDMED 2016,1480464000,17,Caitlin Doughty,Caitlin Doughty: A burial practice that nourishes the planet,1,1489417177,Progressive mortician,"['TEDMED', 'animals', 'bacteria', 'choice', 'death', 'ecology', 'environment', 'family', 'green', 'humanity', 'nature', 'pollution', 'potential', 'sanitation', 'social change', 'society']",A burial practice that nourishes the planet,933978
33,366,TED2016,1455494400,23,Carrie Nugent,Carrie Nugent: Adventures of an asteroid hunter,1,1489502331,Asteroid hunter,"['NASA', 'TED Books', 'TED Fellows', 'adventure', 'asteroid', 'astronomy', 'collaboration', 'discovery', 'exploration', 'global issues', 'nature', 'physics', 'science', 'solar system', 'space', 'technology', 'universe']",Adventures of an asteroid hunter,976473
101,1020,TEDWomen 2016,1477440000,18,Peggy Orenstein,Peggy Orenstein: What young women believe about their own sexual pleasure,1,1489590014,Journalist author,"['Gender equality', 'children', 'communication', 'empathy', 'family', 'feminism', 'humanity', 'inequality', 'parenting', 'relationships', 'sex', 'social change', 'society', 'women']",What young women believe about their own sexual pleasure,1750573
70,973,TEDxRiodelaPlata,1443052800,10,Karina Galperin,Karina Galperin: Should we simplify spelling?,1,1489676410,Literary scholar,"['TED en Español', 'TEDx', 'children', 'communication', 'education', 'grammar', 'innovation', 'language', 'literature', 'teaching', 'writing']",Should we simplify spelling?,448733
5,389,TED2016,1455494400,0, Silk Road Ensemble,"Silk Road Ensemble: ""Turceasca""",1,1489759215,Musical explorers,"['art', 'live music', 'music', 'performance']","""Turceasca""",640734
37,713,TEDxMidAtlantic,1477008000,15,Dan Bell,Dan Bell: Inside America's dead shopping malls,1,1489765906,Filmmaker,"['TEDx', 'art', 'capitalism', 'community', 'exploration', 'film', 'movies', 'public spaces', 'social change', 'urban']",Inside America's dead shopping malls,1707855
22,1018,TEDxNatick,1453507200,11,Peter Weinstock,Peter Weinstock: Lifelike simulations that make real-life surgery safer,1,1490021831,Pediatric ICU doctor,"['Surgery', 'TEDx', 'brain', 'children', 'education', 'future', 'health care', 'innovation', 'medicine', 'teaching', 'technology']",Lifelike simulations that make real-life surgery safer,882840
29,715,TEDWomen 2016,1477440000,28,Michele L. Sullivan,Michele L. Sullivan: Asking for help is a strength not a weakness,1,1490108130,Social innovator,"['children', 'communication', 'community', 'compassion', 'empathy', 'humanity', 'personal growth', 'social change', 'society']",Asking for help is a strength not a weakness,1257054
12,861,TEDxBeaconStreet,1447459200,16,Margaret Bourdeaux,Margaret Bourdeaux: Why civilians suffer more once a war is over,1,1490195858,Physician global health policy analyst,"['TEDx', 'community', 'disaster relief', 'ebola', 'global issues', 'health', 'health care', 'medicine', 'public health', 'security', 'society', 'violence', 'war']",Why civilians suffer more once a war is over,869734
83,895,TEDxFrankfurt,1480377600,13,Simon Anholt,Simon Anholt: Who would the rest of the world vote for in your country's election?,1,1490282383,Policy advisor,"['Foreign Policy', 'TEDx', 'collaboration', 'communication', 'community', 'democracy', 'economics', 'future', 'global issues', 'government', 'history', 'innovation', 'policy', 'politics', 'social change', 'society', 'world cultures']",Who would the rest of the world vote for in your country's election?,908666
44,705,TEDNYC,1487116800,19,Mona Chalabi,Mona Chalabi: 3 ways to spot a bad statistic,1,1490366935,Data journalist,"['TEDNYC', 'art', 'communication', 'data', 'journalism', 'math', 'social change', 'society', 'statistics', 'storytelling', 'visualizations']",3 ways to spot a bad statistic,1405468
22,361,TED-Ed Weekend,1480723200,24,Ashton Cofer,Ashton Cofer: A young inventor's plan to recycle Styrofoam,1,1490627528,Youth inventor,"['TED-Ed', 'chemistry', 'climate change', 'collaboration', 'innovation', 'invention', 'materials', 'pollution', 'product design', 'science', 'technology', 'water', 'wunderkind']",A young inventor's plan to recycle Styrofoam,1057942
39,599,TEDWomen 2016,1477440000,20,Katie Hinde,Katie Hinde: What we don't know about mother's milk,1,1490713650,Lactation researcher,"['Gender equality', 'activism', 'animals', 'anthropology', 'bacteria', 'biodiversity', 'biology', 'biomechanics', 'children', 'disease', 'government', 'health', 'health care', 'humanity', 'inequality', 'life', 'medicine', 'nature', 'parenting', 'science', 'women']",What we don't know about mother's milk,1107309
56,644,TEDxMidAtlantic,1477008000,15,Michael Botticelli,Michael Botticelli: Addiction is a disease. We should treat it like one,1,1490799671,Drug policy expert,"['Addiction', 'HIV', 'LGBT', 'TEDx', 'communication', 'community', 'disease', 'government', 'humanity', 'identity', 'law', 'policy', 'public health', 'self', 'social change', 'society']",Addiction is a disease. We should treat it like one,1247655
57,995,TEDxBratislava,1467504000,17,Moshe Szyf,Moshe Szyf: How early life experience is written into DNA,1,1490887020,Epigeneticist,"['DNA', 'TEDx', 'animals', 'biology', 'biomechanics', 'cancer', 'children', 'disease', 'genetics', 'health', 'life', 'medicine', 'nature', 'pregnancy', 'primates', 'science']",How early life experience is written into DNA,1128480
11,609,TED2016,1455494400,0,Sō Percussion,"Sō Percussion: ""Music for Wood and Strings""",1,1490963646,Percussion ensemble,"['live music', 'music', 'performance', 'performance art']","""Music for Wood and Strings""",767660
15,651,TEDMED 2016,1480464000,11,Emtithal Mahmoud,Emtithal Mahmoud: A young poet tells the story of Darfur,1,1490973136,Poet,"['Africa', 'TEDMED', 'art', 'children', 'communication', 'family', 'humanity', 'identity', 'language', 'performance', 'poetry', 'refugees', 'spoken word', 'storytelling', 'war', 'writing']",A young poet tells the story of Darfur,822049
56,502,TEDxColumbusWomen,1432771200,26,Casey Brown,Casey Brown: Know your worth and then ask for it,1,1491231086,Pricing consultant,"['Gender equality', 'TEDx', 'behavioral economics', 'business', 'economics', 'entrepreneur', 'finance', 'goal-setting', 'inequality', 'personal growth', 'society', 'women', 'women in business', 'work']",Know your worth and then ask for it,2032751
42,2853,TED Dialogues,1488326400,5,Gretchen Carlson David Brooks,Gretchen Carlson David Brooks: Political common ground in a polarized United States,4,1491256255,TV journalist women's empowerment advocate,"['United States', 'collaboration', 'communication', 'democracy', 'future', 'government', 'history', 'humanity', 'identity', 'immigration', 'inequality', 'infrastructure', 'journalism', 'news', 'policy', 'politics', 'security', 'social change', 'social media', 'women', 'writing']",Political common ground in a polarized United States,890478
56,771,TEDxBeaconStreet,1479513600,18,Katie Bouman,Katie Bouman: How to take a picture of a black hole,1,1491318625,Imaging scientist,"['TEDx', 'astronomy', 'collaboration', 'exploration', 'innovation', 'nature', 'physics', 'science', 'science and art', 'space', 'technology', 'telescopes', 'universe', 'visualizations']",How to take a picture of a black hole,1502615
22,825,TEDxRiodelaPlata,1477094400,11,Sebastián Bortnik,Sebastián Bortnik: The conversation we're not having about digital child abuse,1,1491404267,Information security specialist ,"['Internet', 'TED en Español', 'TEDx', 'activism', 'children', 'communication', 'computers', 'family', 'parenting', 'sexual violence', 'social change', 'society', 'technology']",The conversation we're not having about digital child abuse,402343
54,1047,TEDMED 2016,1480464000,15,David R. Williams,David R. Williams: How racism makes us sick,1,1491491023,Public health sociologist,"['TEDMED', 'health', 'health care', 'humanity', 'identity', 'illness', 'inequality', 'medicine', 'public health', 'race', 'society']",How racism makes us sick,1005076
33,673,TEDNYC,1488931200,16,Giorgia Lupi,Giorgia Lupi: How we can find ourselves in data,1,1491577660,Information designer,"['TEDNYC', 'algorithm', 'art', 'collaboration', 'communication', 'data', 'design', 'humanity', 'media', 'personal growth', 'statistics', 'visualizations']",How we can find ourselves in data,1077662
35,822,TEDxMidAtlantic,1477008000,14,Ari Wallach,Ari Wallach: 3 ways to plan for the (very) long term,1,1491836296,Futurist,"['TEDx', 'decision-making', 'future', 'goal-setting', 'history', 'humanity', 'identity', 'intelligence', 'leadership', 'personal growth', 'social change', 'society', 'technology']",3 ways to plan for the (very) long term,1593651
70,896,TEDxPSU,1486857600,14,Jonathan Marks,Jonathan Marks: In praise of conflict,1,1491923232,Bioethicist lawyer,"['TEDx', 'business', 'capitalism', 'climate change', 'collaboration', 'economics', 'environment', 'global development', 'global issues', 'government', 'health', 'health care', 'humanity', 'investment', 'leadership', 'policy', 'pollution', 'public health', 'social change', 'success']",In praise of conflict,1095143
11,322,TEDNYC,1485388800,20,Todd Scott,Todd Scott: An intergalactic guide to using a defibrillator,1,1492008984,First aid instructor,"['TEDNYC', 'entertainment', 'health', 'heart health', 'society', 'teaching']",An intergalactic guide to using a defibrillator,967472
18,404,TED Residency,1481587200,23,Zubaida Bai,Zubaida Bai: A simple birth kit for mothers in the developing world,1,1492095971,Women's health advocate,"['TED Residency', 'design', 'entrepreneur', 'family', 'global development', 'health', 'health care', 'humanity', 'innovation', 'parenting', 'pregnancy', 'women']",A simple birth kit for mothers in the developing world,801279
55,1768,TEDxEuston,1354320000,14,Chimamanda Ngozi Adichie,Chimamanda Ngozi Adichie: We should all be feminists,1,1492181577,Novelist,"['Africa', 'Gender equality', 'TEDx', 'children', 'communication', 'community', 'feminism', 'gender', 'humanity', 'identity', 'inequality', 'literature', 'society', 'women', 'writing']",We should all be feminists,1318454
27,766,TEDNYC,1488931200,20,Siamak Hariri,Siamak Hariri: How do you build a sacred space?,1,1492440513,Architect,"['TEDNYC', 'architecture', 'art', 'collaboration', 'community', 'design', 'engineering', 'faith', 'innovation', 'materials', 'public spaces', 'religion', 'society', 'technology']",How do you build a sacred space?,1098436
30,925,TEDxPerth,1476403200,17,Natasha Hurley-Walker,Natasha Hurley-Walker: How radio telescopes show us unseen galaxies,1,1492527759,Astronomer,"['astronomy', 'discovery', 'space', 'telescopes', 'universe']",How radio telescopes show us unseen galaxies,970115
25,634,TEDNYC,1487116800,22,Amy Green,Amy Green: A video game to cope with grief,1,1492613954,Video game designer,"['TEDNYC', 'art', 'cancer', 'children', 'collaboration', 'communication', 'death', 'gaming', 'humanity', 'life', 'parenting', 'technology']",A video game to cope with grief,1156126
32,907,TEDMED 2016,1480464000,13,David Casarett,David Casarett: A doctor's case for medical marijuana,1,1492700670,Physician,"['Addiction', 'TEDMED', 'cancer', 'communication', 'health', 'health care', 'medical research', 'medicine', 'mental health', 'pharmaceuticals', 'policy', 'science', 'social change', 'writing']",A doctor's case for medical marijuana,1114319
67,663,TEDxSanQuentin,1453420800,27,"Curtis ""Wall Street"" Carroll","Curtis ""Wall Street"" Carroll: How I learned to read -- and trade stocks -- in prison",1,1492786821,Financial literacy advocate,"['Criminal Justice', 'TEDx', 'business', 'capitalism', 'communication', 'economics', 'finance', 'goal-setting', 'investment', 'motivation', 'potential', 'prison', 'society', 'teaching']",How I learned to read -- and trade stocks -- in prison,2198889
53,386,TEDLagos Ideas Search,1486771200,29,Stephanie Busari,Stephanie Busari: How fake news does real harm,1,1493046727,Journalist,"['Africa', 'communication', 'community', 'global issues', 'humanity', 'journalism', 'social change', 'society', 'terrorism', 'trafficking', 'writing']",How fake news does real harm,1036236
23,873,TEDxVirginiaTech,1478736000,14,Siddhartha Roy,Siddhartha Roy: Science in service to the public good,1,1493133722,Environmental engineer,"['TEDx', 'activism', 'algorithm', 'communication', 'community', 'engineering', 'environment', 'health', 'humanity', 'public health', 'science', 'society', 'water']",Science in service to the public good,872015
235,1072,TED2017,1493078400,32,His Holiness Pope Francis,His Holiness Pope Francis: Why the only future worth building includes everyone,1,1493168465,Bishop of Rome,"['Christianity', 'children', 'climate change', 'collaboration', 'communication', 'community', 'compassion', 'faith', 'future', 'global issues', 'humanity', 'identity', 'inequality', 'love', 'morality', 'peace', 'refugees', 'religion', 'social change', 'society', 'technology']",Why the only future worth building includes everyone,2679881
22,1108,TED2017,1492992000,13,Serena Williams and Gayle King,Serena Williams and Gayle King: On tennis love and motherhood,2,1493319006,Athlete,"['Gender equality', 'children', 'family', 'gender', 'interview', 'journalism', 'life', 'love', 'media', 'parenting', 'personal growth', 'race', 'relationships', 'social media', 'sports', 'women']",On tennis love and motherhood,1426132
51,836,TED2017,1492992000,24,Lisa Genova,Lisa Genova: What you can do to prevent Alzheimer's,1,1493399257,Neuroscientist novelist,"[""Alzheimer's"", 'aging', 'biomechanics', 'disease', 'future', 'genetics', 'health', 'medical research', 'mental health', 'mind', 'neuroscience', 'science']",What you can do to prevent Alzheimer's,2178534
250,2450,TED2017,1492992000,21,Elon Musk,Elon Musk: The future we're building -- and boring,1,1493596683,Serial entrepreneur,"['Mars', 'aircraft', 'business', 'cities', 'design', 'energy', 'engineering', 'entrepreneur', 'environment', 'exploration', 'future', 'global development', 'humanity', 'industrial design', 'infrastructure', 'innovation', 'intelligence', 'invention', 'manufacturing', 'product design', 'science', 'social change', 'society', 'solar energy', 'technology', 'universe']",The future we're building -- and boring,5666038
92,930,TEDxSkoll,1491523200,16,Deborah Lipstadt,Deborah Lipstadt: Behind the lies of Holocaust denial,1,1493738150,Historian,"['TEDx', 'communication', 'global issues', 'history', 'humanity', 'law', 'society', 'violence', 'war', 'writing']",Behind the lies of Holocaust denial,918385
80,573,TED2017,1492992000,16,Laura Galante,Laura Galante: How (and why) Russia hacked the US election,1,1493823364,Cyberspace analyst,"['Internet', 'algorithm', 'communication', 'computers', 'data', 'future', 'global issues', 'government', 'hack', 'intelligence', 'news', 'policy', 'politics', 'society', 'technology', 'web']",How (and why) Russia hacked the US election,1132913
35,546,TEDLagos Ideas Search,1486771200,23,Sangu Delle,Sangu Delle: There's no shame in taking care of your mental health,1,1493909824,Entrepreneur,"['Africa', 'TED Fellows', 'activism', 'communication', 'depression', 'entrepreneur', 'health', 'health care', 'humanity', 'identity', 'mental health', 'personal growth', 'personality', 'social change', 'society', 'vulnerability']",There's no shame in taking care of your mental health,1460852
49,425,TED2017,1492992000,25,Karim Abouelnaga,Karim Abouelnaga: A summer school kids actually want to attend,1,1493995739,Education entrepreneur,"['TED Fellows', 'children', 'education', 'inequality', 'personal growth', 'social change', 'society', 'teaching']",A summer school kids actually want to attend,973376
13,648,TEDMED 2016,1480464000,14,Carolyn Jones,Carolyn Jones: A tribute to nurses,1,1494255761,Photographic ethnographer,"['TEDMED', 'cancer', 'community', 'compassion', 'death', 'empathy', 'family', 'health', 'health care', 'humanity', 'life', 'medicine', 'personal growth', 'society']",A tribute to nurses,1079349
115,951,TED2017,1492992000,20,Robert Sapolsky,Robert Sapolsky: The biology of our best and worst selves,1,1494342268,Neuroscientist primatologist writer,"['biology', 'brain', 'genetics', 'life', 'mind', 'motivation', 'nature', 'neuroscience', 'personality', 'physiology', 'science', 'society', 'violence', 'war']",The biology of our best and worst selves,1158707
23,1000,TED2017,1492992000,7,Jorge Drexler,Jorge Drexler: Poetry music and identity,1,1494427578,Musician poet,"['South America', 'TED en Español', 'composing', 'creativity', 'culture', 'entertainment', 'guitar', 'history', 'humanity', 'identity', 'language', 'live music', 'music', 'performance', 'poetry', 'world cultures']",Poetry music and identity,626886
15,711,TEDxCERN,1478304000,15,Kate Stafford,Kate Stafford: How human noise affects ocean habitats,1,1494601475,Oceanographer,"['Anthropocene', 'Senses', 'TEDx', 'animals', 'beauty', 'biodiversity', 'biology', 'biosphere', 'climate change', 'communication', 'environment', 'nature', 'oceans', 'science', 'sound', 'vocals', 'water']",How human noise affects ocean habitats,975412
105,1071,TED2017,1492992000,26,Shah Rukh Khan,Shah Rukh Khan: Thoughts on humanity fame and love,1,1494618280,Actor producer activist,"['aging', 'art', 'communication', 'dance', 'entertainment', 'family', 'future', 'happiness', 'humanity', 'india', 'love', 'movies', 'music', 'personal growth', 'success', 'technology']",Thoughts on humanity fame and love,4642478
70,1055,TED2017,1492992000,10,Stuart Russell,Stuart Russell: 3 principles for creating safer AI,1,1494858586,AI expert,"['AI', 'algorithm', 'choice', 'code', 'communication', 'computers', 'data', 'future', 'humanity', 'innovation', 'intelligence', 'machine learning', 'morality', 'programming', 'robots', 'science', 'technology']",3 principles for creating safer AI,1085138
41,969,TEDMED 2016,1480464000,14,Lucy Kalanithi,Lucy Kalanithi: What makes life worth living in the face of death,1,1494946863,Caregiver,"['TEDMED', 'cancer', 'communication', 'compassion', 'death', 'family', 'health', 'health care', 'humanity', 'illness', 'love', 'medicine', 'meditation', 'personal growth', 'poetry', 'relationships', 'writing']",What makes life worth living in the face of death,1515749
259,787,TED2017,1492992000,13,Ted Halstead,Ted Halstead: A climate solution where all sides can win,1,1495031900,Policy entrepreneur climate expert author,"['big problems', 'business', 'china', 'climate change', 'economics', 'global issues', 'goal-setting', 'government', 'policy', 'politics', 'pollution', 'society']",A climate solution where all sides can win,1022042
64,633,TEDxManhattanBeach,1478304000,20,Wendy Troxel,Wendy Troxel: Why school should start later for teens,1,1495119518,Sleep researcher,"['TEDx', 'children', 'community', 'education', 'health', 'parenting', 'personal growth', 'policy', 'science', 'sleep', 'social change', 'society']",Why school should start later for teens,1219828
48,933,TED2017,1492992000,8,T. Morgan Dixon and Vanessa Garrison,T. Morgan Dixon and Vanessa Garrison: When Black women walk things change,2,1495206232,Health activist,"['activism', 'community', 'health', 'heart health', 'humanity', 'obesity', 'personal growth', 'race', 'social change', 'society', 'women']",When Black women walk things change,907047
183,898,TED2017,1492992000,20,Rutger Bregman,Rutger Bregman: Poverty isn't a lack of character; it's a lack of cash,1,1495465574,Historian,"['capitalism', 'economics', 'inequality', 'money', 'policy', 'resources', 'social change', 'society', 'work']",Poverty isn't a lack of character; it's a lack of cash,1419314
12,509,TEDNairobi Ideas Search,1486512000,18,Sitawa Wafula,Sitawa Wafula: Why I speak up about living with epilepsy,1,1495552006,Mental health advocate,"['Africa', 'communication', 'community', 'health', 'humanity', 'identity', 'mental health', 'personal growth', 'social change', 'society']",Why I speak up about living with epilepsy,696847
54,768,TED2017,1492992000,20,Anthony D. Romero,Anthony D. Romero: This is what democracy looks like,1,1495637463,Attorney public-interest activist,"['United States', 'activism', 'communication', 'democracy', 'future', 'global issues', 'government', 'history', 'immigration', 'inequality', 'news', 'peace', 'politics', 'refugees', 'security', 'social change', 'society']",This is what democracy looks like,925733
35,910,TEDxMidAtlantic,1477008000,11,Nina Fedoroff,Nina Fedoroff: A secret weapon against Zika and other mosquito-borne diseases,1,1495723993,Molecular biologist,"['TEDx', 'biology', 'biotech', 'disease', 'environment', 'epidemiology', 'genetics', 'global issues', 'health', 'illness', 'insects', 'molecular biology', 'monkeys', 'public health', 'science', 'society', 'technology', 'virus']",A secret weapon against Zika and other mosquito-borne diseases,841955
27,1055,TED2017,1492992000,16, OK Go,OK Go: How to find a wonderful idea,1,1495810167,Band,"['collaboration', 'communication', 'discovery', 'live music', 'music', 'performance']",How to find a wonderful idea,1493866
33,543,TEDxFulbrightDublin,1454716800,21,Triona McGrath,Triona McGrath: How pollution is changing the ocean's chemistry,1,1496070198,Chemical oceanographer,"['TEDx', 'animals', 'biodiversity', 'biology', 'biosphere', 'chemistry', 'climate change', 'environment', 'future', 'nature', 'oceans', 'pollution', 'science', 'water']",How pollution is changing the ocean's chemistry,1052652
35,920,TED2017,1492992000,20,Garry Kasparov,Garry Kasparov: Don't fear intelligent machines. Work with them,1,1496156399,Grandmaster analyst,"['AI', 'algorithm', 'computers', 'data', 'future', 'innovation', 'intelligence', 'potential', 'robots', 'social change', 'technology']",Don't fear intelligent machines. Work with them,1079698
34,452,TED Residency,1481587200,17,Marlon Peterson,Marlon Peterson: Am I not human? A call for criminal justice reform,1,1496242092,Human justice advocate,"['Criminal Justice', 'TED Residency', 'activism', 'crime', 'humanity', 'identity', 'personal growth', 'social change', 'society']",Am I not human? A call for criminal justice reform,957803
18,1230,TED2017,1492992000,14,Raj Panjabi,Raj Panjabi: No one should die because they live too far from a doctor,1,1496327443,Physician,"['Africa', 'TED Prize', 'collaboration', 'disease', 'ebola', 'global development', 'global issues', 'health', 'health care', 'humanity', 'illness', 'medicine', 'society', 'technology', 'virus']",No one should die because they live too far from a doctor,874817
10,885,TED2016,1455494400,8,Rhiannon Giddens,Rhiannon Giddens: Songs that bring history to life,1,1496400857,Musician,"['history', 'live music', 'music']",Songs that bring history to life,946815
20,746,TEDNYC,1488931200,16,Michael Bierut,Michael Bierut: How to design a library that makes kids want to read,1,1496418030,Designer critic,"['TEDNYC', 'design', 'education', 'library']",How to design a library that makes kids want to read ,1323235
35,866,TED2017,1492992000,18,Michael Patrick Lynch,Michael Patrick Lynch: How to see past your own perspective and find truth,1,1496674795,Philosopher,"['Internet', 'communication', 'democracy', 'identity', 'intelligence', 'news', 'personal growth', 'philosophy', 'politics', 'social change', 'social media', 'society']",How to see past your own perspective and find truth,1264166
21,759,TEDNYC,1488931200,16,Justin Davidson,Justin Davidson: Why glass towers are bad for city life -- and what we need instead,1,1496761124,Architecture critic,"['TEDNYC', 'architecture', 'beauty', 'cities', 'community', 'journalism', 'materials', 'public spaces', 'society', 'urban planning']",Why glass towers are bad for city life -- and what we need instead,1162505
20,429,TEDxRiodelaPlata,1477094400,14,Carina Morillo,Carina Morillo: To understand autism don't look away,1,1496847615,Autism advocate,"['Autism spectrum disorder', 'TED en Español', 'TEDx', 'art', 'children', 'communication', 'family', 'parenting', 'personal growth', 'social change']",To understand autism don't look away,428279
28,392,TED2017,1492992000,29,Mehdi Ordikhani-Seyedlar,Mehdi Ordikhani-Seyedlar: What happens in your brain when you pay attention?,1,1496933333,Neuroscientist,"['AI', 'algorithm', 'brain', 'cognitive science', 'machine learning', 'mental health', 'neuroscience', 'technology']",What happens in your brain when you pay attention?,1781721
65,955,TED2017,1492992000,16,Anne Lamott,Anne Lamott: 12 truths I learned from life and writing,1,1497020796,Novelist essayist,"['Christianity', 'God', 'aging', 'art', 'beauty', 'birds', 'books', 'communication', 'family', 'friendship', 'funny', 'humanity', 'love', 'personal growth', 'self', 'society', 'writing']",12 truths I learned from life and writing,1890978
55,801,TED2017,1492992000,22,Tim Ferriss,Tim Ferriss: Why you should define your fears instead of your goals,1,1497279842,Investor human guinea pig author,"['choice', 'fear', 'goal-setting', 'humanity', 'life', 'personal growth', 'success', 'work', 'work-life balance']",Why you should define your fears instead of your goals,3183828
21,428,TED2017,1492992000,18,Richard Browning,Richard Browning: How I built a jet suit,1,1497366455,Founder Gravity,"['adventure', 'collaboration', 'demo', 'design', 'engineering', 'entrepreneur', 'flight', 'future', 'innovation', 'invention', 'motivation', 'potential', 'technology']",How I built a jet suit,1297943
41,777,TEDxOrcasIsland,1457136000,15,Katrina Spade,Katrina Spade: When I die recompose me,1,1497452571,Inventor designer death care advocate,"['TEDx', 'architecture', 'bacteria', 'biosphere', 'death', 'ecology', 'environment', 'green', 'life', 'microbes', 'nature', 'sustainability']",When I die recompose me,977590
14,902,TEDMED 2016,1480464000,13,Sharon Terry,Sharon Terry: Science didn't understand my kids' rare disease until I decided to study it,1,1497538817,Citizen biomedical researcher,"['Bioethics', 'DNA', 'TEDMED', 'biology', 'children', 'collaboration', 'disease', 'epidemiology', 'genetics', 'health', 'humanity', 'illness', 'medical research', 'medicine', 'parenting', 'science']",Science didn't understand my kids' rare disease until I decided to study it,1015849
8,212,TEDNYC,1488931200,24, Sofi Tukker,"Sofi Tukker: ""Awoo""",2,1497609678,Band,"['TEDNYC', 'live music', 'music', 'performance', 'singer']","""Awoo""",815611
60,1332,TED2017,1492992000,11,Jim Yong Kim,Jim Yong Kim: Doesn't everyone deserve a chance at a good life?,1,1497624958,President World Bank Group,"['Africa', 'Internet', 'big problems', 'business', 'capitalism', 'children', 'collaboration', 'communication', 'economics', 'future', 'global development', 'global issues', 'goal-setting', 'government', 'health', 'history', 'humanity', 'immigration', 'infrastructure', 'innovation', 'investment', 'politics', 'potential', 'refugees', 'resources', 'social change', 'social media', 'society']",Doesn't everyone deserve a chance at a good life?,1342356
31,881,TED2017,1492992000,10,Anab Jain,Anab Jain: Why we need to imagine different futures,1,1497884701,Futurist designer,"['AI', 'algorithm', 'cities', 'climate change', 'collaboration', 'communication', 'exploration', 'farming', 'future', 'global development', 'global issues', 'humanity', 'innovation', 'motivation', 'pollution', 'potential', 'social change', 'society', 'technology', 'visualizations']",Why we need to imagine different futures,1259603
62,1118,TED2017,1492992000,19,David Miliband,David Miliband: The refugee crisis is a test of our character,1,1497929981,Refugee advocate,"['TED Books', 'activism', 'big problems', 'children', 'collaboration', 'community', 'disaster relief', 'future', 'global issues', 'government', 'history', 'humanity', 'policy', 'refugees', 'security', 'social change', 'society']",The refugee crisis is a test of our character,1088768
26,597,TEDNYC,1488931200,17,Sinéad Burke,Sinéad Burke: Why design should include everyone,1,1498057408,Writer educator,"['TEDNYC', 'design', 'disability', 'fashion', 'product design']",Why design should include everyone,1069469
29,840,TEDxBeaconStreet,1479513600,5,Cheyenne Cochrane,Cheyenne Cochrane: A celebration of natural hair,1,1498143806,Storyteller,"['TEDx', 'beauty', 'fashion', 'identity', 'inequality', 'race', 'social change', 'society', 'women']",A celebration of natural hair,1081270
66,853,TED2017,1492992000,15,Luma Mufleh,Luma Mufleh: Don't feel sorry for refugees -- believe in them,1,1498228807,Refugee activist,"['children', 'global issues', 'humanity', 'identity', 'immigration', 'refugees', 'social change']",Don't feel sorry for refugees -- believe in them,1354522
27,838,TED2017,1492992000,10,Manu Prakash,Manu Prakash: Lifesaving scientific tools made of paper,1,1499698276,Physicist inventor,"['TED Fellows', 'disease', 'health care', 'innovation', 'invention', 'medicine', 'product design']",Lifesaving scientific tools made of paper,1034009
48,756,TED2017,1492992000,17,Rabbi Lord Jonathan Sacks,Rabbi Lord Jonathan Sacks: How we can face the future without fear together,1,1499784897,Religious leader,"['community', 'fear', 'future', 'global issues', 'humanity', 'peace', 'personal growth', 'politics', 'religion', 'social change']",How we can face the future without fear together,1244502
51,870,TED2017,1492992000,9,Jorge Ramos,Jorge Ramos: Why journalists have an obligation to challenge power,1,1499871419,Journalist news anchor,"['TED en Español', 'democracy', 'government', 'immigration', 'journalism', 'politics', 'social change', 'writing']",Why journalists have an obligation to challenge power,383080
